org_name,reported_date,breach_date,end_breach_date,incident_details,information_affected,organization_type,total_affected,Map,TYPE,CIK CODE,SIC CODE,NAICS CODE,nvd_vendor,total_cves,cves_1yr_before,cves_2yr_before,cves_5yr_before,stock_price_at_breach,return_5d_pct,return_30d_pct,has_stock_data,fcc_category,fcc_reportable,car_5d,car_30d,bhar_5d,bhar_30d,has_crsp_data,firm_size_log,roa,leverage,sales_q,assets,disclosure_delay_days,immediate_disclosure,delayed_disclosure,return_volatility_pre,return_volatility_post,volume_volatility_pre,volume_volatility_post,volatility_change,has_complete_data,large_firm,breach_severity,prior_breaches_total,prior_breaches_1yr,prior_breaches_3yr,prior_breaches_5yr,days_since_last_breach,is_repeat_offender,is_first_breach,pii_breach,health_breach,financial_breach,ip_breach,ransomware,nation_state,insider_threat,ddos_attack,phishing,malware,severity_score,records_severity,records_affected_numeric,combined_severity_score,high_severity_breach,num_breach_types,complex_breach,CIK,has_executive_change,num_8k_502,days_to_first_change,has_cio_change,has_ceo_change,breach_year,has_ftc_action,ftc_settlement_amount,ftc_case_year,has_fcc_action,fcc_fine_amount,fcc_case_year,has_state_ag_action,ag_settlement_amount,num_states_involved,ag_case_year,total_regulatory_cost,has_any_regulatory_action,in_hibp,hibp_breach_name,hibp_breach_date,hibp_pwn_count,hibp_description,hibp_data_classes,hibp_date_difference_days,hibp_date_match,has_cyber_insurance_disclosure,num_10k_filings_checked
Uber,2015-02-27,2014-05-13,2014-05-13 00:00:00,"The Wisconsin Department of Justice reported that Uber experienced a data breach affecting approximately 50,000 drivers on February 27, 2015. The breach dated back to May 13, 2014, when unauthorized access to the databases occurred, potentially exposing drivers' names and driver's license numbers.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Names"""",""""Driver's license numbers""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Driver's license number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,50000,UBER,HACK,1543151,7372,541511,uber,2,0,0,0,,,,False,Non-FCC,False,,,,,False,,,,,,290,0,1,,,,,,False,0,Medium,0,0,0,0,,0,1,1,0,0,0,1,0,1,0,0,0,8,3,50000,11,1,3,1,1543151,0,0,,0,0,2014,1,148000000,2017.0,0,0,,0,0,0,,148000000,1,0,,,0,,,,0,0,0
Uber Technologies,2015-03-04,2015-03-04,2015-03-04 00:00:00,"On March 4, 2015, the Massachusetts Office of Consumer Affairs and Business Regulation reported a data breach involving Uber Technologies, which affected 4,917 residents. The breach compromised electronic records, specifically driver licenses.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Driver's license number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Driver's license number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,6,UBER,HACK,1543151,7372,541511,,0,0,0,0,,,,False,Non-FCC,False,,,,,False,,,,,,0,1,0,,,,,,False,0,Small,0,0,0,0,,0,1,1,0,0,0,1,0,0,0,0,0,6,1,6,7,1,2,1,1543151,0,0,,0,0,2015,1,148000000,2017.0,0,0,,1,148000000,50,2018.0,296000000,1,0,,,0,,,,0,0,0
Uber Technologies Inc,2023-03-31,2023-01-23,2023-01-23 00:00:00,"The Indiana Office of the Attorney General reported a data breach involving Uber Technologies Inc on March 31, 2023. The breach occurred on January 23, 2023, affecting a total of 72,000 individuals, including 22 residents of Indiana.","{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,12,UBER,HACK,1543151,7372,541511,,0,0,0,0,30.53,0.65,17.32,True,Non-FCC,False,-3.5494,12.2579,-3.5735,12.0183,True,10.81165878591627,0.01853063004142141,0.7351521380298359,8607.0,32109.0,67,0,1,35.9942,47.2378,5493825.46,20472199.18,11.2436,False,1,Small,1,0,0,1,1509.0,1,0,1,0,0,0,1,0,0,0,0,0,6,1,12,7,1,2,1,1543151,1,13,16.0,0,0,2018,1,148000000,2017.0,0,0,,1,148000000,50,2018.0,296000000,1,0,,,0,,,,0,0,0
Uber Technologies Inc,2018-12-06,2018-12-06,2018-12-06 00:00:00,"On December 6, 2018, the Massachusetts Office of Consumer Affairs and Business Regulation reported a data breach involving Uber Technologies Inc, affecting 1 resident. The breach involved unauthorized access to electronic records containing credit/debit numbers.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""CreditDebitNumbers""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,10,UBER,HACK,1543151,7372,541511,,0,0,0,0,,,,False,Non-FCC,False,,,,,False,,,,2944.0,,0,1,0,,,,,,False,0,Small,0,0,0,0,,0,1,1,0,0,0,1,0,1,0,0,0,8,1,10,9,1,3,1,1543151,0,0,,0,0,2018,1,148000000,2017.0,0,0,,1,148000000,50,2018.0,296000000,1,0,,,0,,,,0,0,0
Uber Technologies Inc.,2018-10-24,2018-08-30,2018-08-30 00:00:00,"The Indiana Office of the Attorney General reported a data breach involving Uber Technologies Inc. on October 24, 2018. The breach occurred on August 30, 2018, affecting a total of 197 individuals, of which 2 were residents of Indiana.","{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,2007,UBER,HACK,1543151,7372,541511,,0,0,0,0,,,,False,Non-FCC,False,,,,,False,,,,2768.0,,55,0,1,,,,,,False,0,Small,1,0,1,1,698.0,1,0,1,0,0,0,1,0,0,0,0,0,6,2,2007,8,1,2,1,1543151,0,0,,0,0,2016,1,148000000,2017.0,0,0,,1,148000000,50,2018.0,296000000,1,0,,,0,,,,0,0,0
Uber Technologies Inc.,2017-11-22,2016-10-01,2016-10-01 00:00:00,"The Wisconsin Department of Justice reported that Uber Technologies Inc. experienced a data breach on October 2016, affecting 2,703 Wisconsin residents who were employees of Uber. Hackers stole 57 million driver and rider accounts along with names, phone numbers, email addresses, and driver license numbers of affected individuals. The breach was disclosed on November 21, 2017, and prompted Uber to take immediate steps to secure the data and investigate the incident.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Names"""",""""Phone numbers"""",""""Email addresses"""",""""Driver license numbers""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Driver license numbers""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,1,UBER,HACK,1543151,7372,541511,,0,0,0,0,,,,False,Non-FCC,False,,,,,False,,,,,,417,0,1,,,,,,False,0,Small,0,0,0,0,,0,1,1,0,0,0,1,0,1,0,0,0,8,1,1,9,1,3,1,1543151,0,0,,0,0,2016,1,148000000,2017.0,0,0,,1,148000000,50,2018.0,296000000,1,0,,,0,,,,0,0,0
"Uber Technologies, Inc.",2015-02-27,2014-05-13,2014-05-13 00:00:00,"The California Office of the Attorney General reported a data breach involving Uber Technologies, Inc. on February 27, 2015. The breach occurred on May 13, 2014, due to unauthorized access to a database, potentially affecting the personal information of Uber driver partners, including names and driver’s license numbers.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Driver's license number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Driver's license number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,57000000,UBER,HACK,1543151,7372,541511,uber,2,0,0,0,,,,False,Non-FCC,False,,,,,False,,,,,,290,0,1,,,,,,False,0,Massive,0,0,0,0,,0,1,1,0,0,0,1,0,1,0,0,0,8,5,57000000,13,1,3,1,1543151,0,0,,0,0,2014,1,148000000,2017.0,0,0,,0,0,0,,148000000,1,0,,,0,,,,0,0,0
"Uber Technologies, Inc.",2017-11-21,2016-10-13,2016-11-15 00:00:00,"The Washington State Office of the Attorney General reported a data breach involving Uber Technologies, Inc. on November 21, 2017. The breach occurred between October 13, 2016, and November 15, 2016, affecting the names and driver's license numbers of approximately 10,888 drivers in Washington State. Uber took remedial actions including providing credit monitoring services for the affected individuals.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Driver's license number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Driver's license number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,721,UBER,HACK,1543151,7372,541511,uber,2,0,0,0,,,,False,Non-FCC,False,,,,,False,,,,,,404,0,1,,,,,,False,0,Small,9,3,9,9,12.0,1,0,1,0,0,0,1,0,0,0,0,0,6,1,721,7,1,2,1,1543151,0,0,,0,0,2014,1,148000000,2017.0,0,0,,0,0,0,,148000000,1,0,,,0,,,,0,0,0
"Uber Technologies, Inc.",2017-11-01,2016-11-01,2016-11-01 00:00:00,"The Indiana Attorney General's Office reported a data breach involving Uber Technologies Inc., affecting a total of 1 individual. The specific breach date and reporting date are unknown.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,1,UBER,HACK,1543151,7372,541511,uber,2,0,0,0,,,,False,Non-FCC,False,,,,,False,,,,,,365,0,1,,,,,,False,0,Small,14,8,14,14,19.0,1,0,1,0,0,0,1,0,0,0,0,0,6,1,1,7,1,2,1,1543151,0,0,,0,0,2014,1,148000000,2017.0,0,0,,0,0,0,,148000000,1,0,,,0,,,,0,0,0
"Uber Technologies, Inc.",2017-12-01,2017-11-01,2017-11-01 00:00:00,"The Maine Office of the Attorney General reported on December 1, 2017, that Uber Technologies experienced a data breach affecting a total of 381 drivers in Maine, with 364 notified by mail and 17 by email. The breach date was noted as an update related to a prior notice on November 21, 2017, but specific details on the types of information affected were not provided in the available documentation.","{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,2,UBER,HACK,1543151,7372,541511,uber,2,0,0,0,,,,False,Non-FCC,False,,,,,False,,,,2149.0,,30,0,0,,,,,,False,0,Small,15,1,10,15,365.0,1,0,1,0,0,0,1,0,0,0,0,0,6,1,2,7,1,2,1,1543151,0,0,,0,0,2014,1,148000000,2017.0,0,0,,0,0,0,,148000000,1,0,,,0,,,,0,0,0
"Uber Technologies, Inc.",2017-11-21,2016-10-13,2016-11-15 00:00:00,"The Maryland Office of the Attorney General reported a data breach involving Uber Technologies, Inc. on November 21, 2017. The breach began on October 13, 2016, and ended no later than November 15, 2016, with unauthorized access to certain Uber databases, potentially affecting information, including names and driver's license numbers of about 600,000 Uber drivers in the United States. The specific number of total individuals affected is currently unknown.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Driver's license number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Driver's license number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,5,UBER,HACK,1543151,7372,541511,uber,2,0,0,0,,,,False,Non-FCC,False,,,,,False,,,,,,404,0,1,,,,,,False,0,Small,9,3,9,9,12.0,1,0,1,0,0,0,1,0,1,0,0,0,8,1,5,9,1,3,1,1543151,0,0,,0,0,2014,1,148000000,2017.0,0,0,,0,0,0,,148000000,1,0,,,0,,,,0,0,0
"Uber Technologies, Inc.",2015-10-26,2015-10-13,2015-10-13 00:00:00,"The Maryland Office of the Attorney General reported a data breach involving Uber's partner website on October 26, 2015. The breach, discovered on October 13, 2015, was caused by a software bug that intermittently exposed driver partner documents, including names and driver's license numbers. Approximately 1 resident was affected, while the total number of individuals affected is unknown.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number"""",""""Employee identification number"""",""""Date of birth"""",""""Driver's license number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,15,UBER,DISC,1543151,7372,541511,uber,2,0,0,0,,,,False,Non-FCC,False,,,,,False,,,,,,13,0,0,,,,,,False,0,Small,5,0,5,5,518.0,1,0,1,0,0,0,1,0,1,0,0,0,8,1,15,9,1,3,1,1543151,0,0,,0,0,2014,1,148000000,2017.0,0,0,,0,0,0,,148000000,1,0,,,0,,,,0,0,0
"Uber Technologies, Inc.",2015-02-26,2014-05-13,2014-05-13 00:00:00,"The Maine Office of the Attorney General reported a data breach by Uber Technologies on February 26, 2015. The breach occurred on May 13, 2014, and was discovered on September 17, 2014. One resident was affected, with the information compromised involving a name or other personal identifier in combination with a driver's license number or non-driver ID card number.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Driver's license number"""",""""Non-driver ID card number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Driver's license number"""",""""Non-driver ID card number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,4,UBER,HACK,1543151,7372,541511,uber,2,0,0,0,,,,False,Non-FCC,False,,,,,False,,,,,,289,0,1,,,,,,False,0,Small,0,0,0,0,,0,1,1,0,0,0,1,0,0,0,0,0,6,1,4,7,1,2,1,1543151,0,0,,0,0,2014,1,148000000,2017.0,0,0,,0,0,0,,148000000,1,0,,,0,,,,0,0,0
"Uber Technologies, Inc.",2017-11-21,2016-10-01,2016-11-01 00:00:00,"The Maine Office of the Attorney General reported a data breach involving Uber Technologies on November 21, 2017. The breach occurred between October 13, 2016, and November 15, 2016, affecting at least 340 residents. The compromised information included names or other personal identifiers in combination with driver's license numbers or non-driver identification card numbers.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name or other personal identifier"""",""""Driver's license number"""",""""Non-driver identification card number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Driver's license number"""",""""Non-driver identification card number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,185,UBER,HACK,1543151,7372,541511,uber,2,0,0,0,,,,False,Non-FCC,False,,,,,False,,,,,,416,0,1,,,,,,False,0,Small,7,2,7,7,107.0,1,0,1,0,0,0,1,0,0,0,0,0,6,1,185,7,1,2,1,1543151,0,0,,0,0,2014,1,148000000,2017.0,0,0,,0,0,0,,148000000,1,0,,,0,,,,0,0,0
